2025-09-02,4
2025-09-03,5
2025-09-04,1
2025-09-05,4
2025-09-06,5
2025-09-07,6
2025-09-08,4
2025-09-09,5
2025-09-10,5
2025-09-11,5
2025-09-12,5
2025-09-13,9
2025-09-14,12
2025-09-15,5
2025-09-16,7
2025-09-17,4
2025-09-18,5
2025-09-19,7
2025-09-20,7
2025-09-21,2
2025-09-22,1
